lat,lon,flood_heig,elevation,precipitat,distance_to_river_deg,distance_to_river_m
14.70604957,121.0715894,0,58.7877998352,13.0,0.008845072411054377,981.8030376270358
14.70533353,121.0712139,0,59.5953063965,13.0,0.008037311882644295,892.1416189735166
14.70479391,121.0711281,0,60.3774261475,13.0,0.00751365604443158,834.0158209319053
14.70425428,121.070935,0,59.297668457,13.0,0.006944528028340513,770.8426111457969
14.70357974,121.0710745,0,61.0637054443,13.0,0.0064176535369984584,712.3595426068289
14.70201274,121.0705487,0,60.6513442993,13.0,0.004799432210750241,532.7369753932768
14.70383918,121.0703342,0,60.0531234741,13.0,0.0063131565916256125,700.7603816704429
14.70565523,121.0702054,0,58.4592170715,13.0,0.007971032665903193,884.7846259152544
14.70493919,121.0698943,0,57.4708175659,13.0,0.007195059747498399,798.6516319723223
14.67020834,121.0423377,0,41.9223976135,10.0,0.0005030217188137938,55.83541078833112
14.61038749,121.0215609,0,11.0635910034,8.0,0.0002941802396681862,32.65400660316867
14.58801854,121.1311291,0,20.521402359,15.0,0.031993412058539804,3551.268738497918
14.65702054,120.9970801,0,24.0500411987,9.0,0.005915248461017558,656.592579172949
14.55947394,121.0033782,0,6.90905666351,7.0,0.00044173606780689484,49.03270352656533
14.66873641,120.967501,0,8.43243598938,9.0,0.005660093280950883,628.2703541855481
14.4492135,120.9234135,0,6.18860340118,6.0,0.002865199645751557,318.0371606784228
14.7604055,120.9484879,0,6.5944237709,11.0,0.059909611803531104,6649.966910191953
14.75889078,120.9493645,0,6.67238283157,11.0,0.05882139696777161,6529.175063422649
14.45903418,120.9594298,0,6.24678039551,6.0,0.004371293920164397,485.21362513824806
14.64421578,121.0641574,0,60.0141181946,10.0,0.007533837162452322,836.2559250322078
14.59401875,121.1038837,0,10.0294799805,12.0,0.006826642396704537,757.7573060342037
14.59223293,121.1041465,0,10.6935319901,12.0,0.00846591450694496,939.7165102708906
14.63939001,121.0225479,0,23.5200462341,8.0,0.0001390222278323456,15.431467289390364
14.55659102,121.1111011,0,7.08779287338,13.0,0.010471754126719303,1162.3647080658427
